LLAVE_ENTIDAD,ENTIDAD_FEDERATIVA,CLAVE_ENTIDAD_INEGI(CLAVE_DE_AGEE),LLAVE_MUNICIPIO,CLAVE_MUNICIPIO_INEGI(CLAVE_DE_AGEEM),MUNICIPIO,MERCADO_TRABAJO_LOCAL
21,Puebla,21,1583,020,Atoyatempan,325
21,Puebla,21,1646,083,Ixtacamaxtitlán,326
21,Puebla,21,1660,097,Mixtla,326
21,Puebla,21,1714,151,Santo Tomás Hueyotlipan,326
21,Puebla,21,1716,153,Tecali de Herrera,326
21,Puebla,21,1727,164,Tepeaca,326
21,Puebla,21,1756,193,Tzicatlacoyan,326
21,Puebla,21,1642,079,Huitziltepec,327
21,Puebla,21,1661,098,Molcaxac,327
21,Puebla,21,1733,170,Tepeyahualco,327
21,Puebla,21,1734,171,Tepeyahualco de Cuauhtémoc,327
21,Puebla,21,1752,189,Tochtepec,327
21,Puebla,21,1768,205,Yehualtepec,328
21,Puebla,21,1745,182,Tlanepantla,329
21,Puebla,21,1581,018,Atexcal,330
21,Puebla,21,1600,037,Coyotepec,330
21,Puebla,21,1645,082,Ixcaquixtla,330
21,Puebla,21,1655,092,Juan N. Méndez,330
21,Puebla,21,1709,146,Santa Catarina Tlaltempan,330
21,Puebla,21,1710,147,Santa Inés Ahuatempan,330
21,Puebla,21,1732,169,Tepexi de Rodríguez,330
21,Puebla,21,1769,206,Zacapala,330
21,Puebla,21,1615,052,Chigmecatitlán,331
21,Puebla,21,1633,070,Huatlatlauca,332
21,Puebla,21,1658,095,La Magdalena Tlatlauquitepec,333
21,Puebla,21,1713,150,Huehuetlán el Grande,333
21,Puebla,21,1575,012,Aljojuca,334
21,Puebla,21,1608,045,Chalchicomula de Sesma,334
21,Puebla,21,1693,130,San Juan Atenco,334
21,Puebla,21,1626,063,Esperanza,335
21,Puebla,21,1586,023,Atzitzintla,336
21,Puebla,21,1730,167,Tepetzintla,337
21,Puebla,21,1659,096,Mazapiltepec de Juárez,338
21,Puebla,21,1705,142,San Salvador el Seco,338
21,Puebla,21,1715,152,Soltepec,338
21,Puebla,21,1700,137,San Nicolás Buenos Aires,339
21,Puebla,21,1742,179,Tlachichuca,339
21,Puebla,21,1565,002,Acateno,340
30,Veracruz de Ignacio de la Llave,30,2096,023,Atzalan,340
30,Veracruz de Ignacio de la Llave,30,2175,102,Martínez de la Torre,340
30,Veracruz de Ignacio de la Llave,30,2256,183,Tlapacoyan,340
30,Veracruz de Ignacio de la Llave,30,2284,211,San Rafael,340
21,Puebla,21,1588,025,Ayotoxco de Guerrero,341
21,Puebla,21,1639,076,Hueytamalco,341
21,Puebla,21,1721,158,Tenampulco,341
21,Puebla,21,1580,017,Atempan,342
21,Puebla,21,1617,054,Chignautla,342
21,Puebla,21,1638,075,Hueyapan,342
21,Puebla,21,1736,173,Teteles de Avila Castillo,342
21,Puebla,21,1737,174,Teziutlán,342
21,Puebla,21,1749,186,Tlatlauquitepec,342
21,Puebla,21,1762,199,Xiutetelco,342
21,Puebla,21,1767,204,Yaonáhuac,342
21,Puebla,21,1774,211,Zaragoza,342
21,Puebla,21,1775,212,Zautla,343
21,Puebla,21,1607,044,Cuyoaco,344
21,Puebla,21,1657,094,Libres,344
21,Puebla,21,1668,105,Ocotepec,344
21,Puebla,21,1671,108,Oriental,344
21,Puebla,21,1592,029,Caxhuacan,345
21,Puebla,21,1635,072,Huehuetla,345
21,Puebla,21,1643,080,Atlequizayan,346
21,Puebla,21,1647,084,Ixtepec,346
21,Puebla,21,1773,210,Zapotitlán de Méndez,346
21,Puebla,21,1640,077,Hueytlalpan,347
21,Puebla,21,1670,107,Olintla,348
21,Puebla,21,1641,078,Huitzilan de Serdán,349
21,Puebla,21,1778,215,Zongozotla,349
21,Puebla,21,1606,043,Cuetzalan del Progreso,350
21,Puebla,21,1651,088,Jonotla,350
21,Puebla,21,1755,192,Tuzamapan de Galeana,350
21,Puebla,21,1779,216,Zoquiapan,350
21,Puebla,21,1664,101,Nauzontla,351
21,Puebla,21,1763,200,Xochiapulco,351
21,Puebla,21,1766,203,Xochitlán Todos Santos,351
21,Puebla,21,1770,207,Zacapoaxtla,351
21,Puebla,21,1765,202,Xochitlán de Vicente Suárez,352
21,Puebla,21,1621,058,Chilchotla,353
21,Puebla,21,1679,116,Quimixtlán,353
21,Puebla,21,1630,067,Guadalupe Victoria,354
21,Puebla,21,1656,093,Lafragua,354
21,Puebla,21,1569,006,Ahuacatlán,355
21,Puebla,21,1577,014,Amixtlán,355
21,Puebla,21,1591,028,Camocuautla,355
21,Puebla,21,1593,030,Coatepec,355
21,Puebla,21,1725,162,Tepango de Rodríguez,355
21,Puebla,21,1771,208,Zacatlán,355
21,Puebla,21,1579,016,Aquixtla,356
21,Puebla,21,1616,053,Chignahuapan,356
21,Puebla,21,1602,039,Cuautempan,357
21,Puebla,21,1735,172,Tetela de Ocampo,357
21,Puebla,21,1631,068,Hermenegildo Galeana,358
20,Oaxaca,20,998,002,Acatlán de Pérez Figueroa,359
20,Oaxaca,20,1177,182,San Juan Bautista Tlacoatzintepec,359
20,Oaxaca,20,1325,330,San Pedro Teutila,359
20,Oaxaca,20,1020,024,Cuyamecalco Villa de Zaragoza,360
20,Oaxaca,20,1023,027,Chiquihuitlán de Benito Juárez,360
20,Oaxaca,20,1350,355,Santa Ana Cuauhtémoc,360
20,Oaxaca,20,1040,044,Loma Bonita,361
20,Oaxaca,20,1094,098,San Andrés Teotilálpam,361
20,Oaxaca,20,1321,326,San Pedro Sochiápam,361
20,Oaxaca,20,1420,425,Santa María Pápalo,361
20,Oaxaca,20,1172,177,San Juan Bautista Cuicatlán,362
20,Oaxaca,20,1308,313,San Pedro Jocotipac,362
20,Oaxaca,20,1426,431,Santa María Tecomavaca,362
20,Oaxaca,20,1431,436,Santa María Texcatitlán,362
20,Oaxaca,20,1521,527,Santos Reyes Pápalo,362
20,Oaxaca,20,1552,558,Valerio Trujano,362
20,Oaxaca,20,1306,311,San Pedro Jaltepetongo,363
20,Oaxaca,20,1215,220,San Juan Tepeuxila,364
30,Veracruz de Ignacio de la Llave,30,2242,169,José Azueta,365
20,Oaxaca,20,1005,009,Ayotzintepec,366
20,Oaxaca,20,2451,468,Santiago Jocotepec,366
20,Oaxaca,20,1200,205,San Juan Lalana,367
20,Oaxaca,20,1130,134,San Felipe Jalapa de Díaz,368
20,Oaxaca,20,1161,166,San José Chiltepec,368
20,Oaxaca,20,1179,184,San Juan Bautista Tuxtepec,368
20,Oaxaca,20,1227,232,San Lucas Ojitlán,368
20,Oaxaca,20,1412,417,Santa María Jacatepec,368
20,Oaxaca,20,1553,559,San Juan Bautista Valle Nacional,368
20,Oaxaca,20,1132,136,San Felipe Usila,369
30,Veracruz de Ignacio de la Llave,30,2203,130,Playa Vicente,369
30,Veracruz de Ignacio de la Llave,30,2285,212,Santiago Sochiapan,369
20,Oaxaca,20,1164,169,San José Independencia,370
20,Oaxaca,20,1273,278,San Miguel Soyaltepec,370
20,Oaxaca,20,1304,309,San Pedro Ixcatlán,371
30,Veracruz de Ignacio de la Llave,30,2078,005,Acula,372
30,Veracruz de Ignacio de la Llave,30,2118,045,Cosamaloapan de Carpio,372
30,Veracruz de Ignacio de la Llave,30,2127,054,Chacaltianguis,372
30,Veracruz de Ignacio de la Llave,30,2157,084,Ixmatlahuacan,372
30,Veracruz de Ignacio de la Llave,30,2263,190,Tuxtilla,372
30,Veracruz de Ignacio de la Llave,30,2281,208,Carlos A. Carrillo,372
30,Veracruz de Ignacio de la Llave,30,2085,012,Amatitlán,373
30,Veracruz de Ignacio de la Llave,30,2251,178,Tlacotalpan,373
30,Veracruz de Ignacio de la Llave,30,2192,119,Otatitlán,374
30,Veracruz de Ignacio de la Llave,30,2280,207,Tres Valles,374
30,Veracruz de Ignacio de la Llave,30,2249,176,Tlacojalpan,375
20,Oaxaca,20,1025,029,Eloxochitlán de Flores Magón,376
20,Oaxaca,20,1036,040,Huautepec,377
20,Oaxaca,20,1037,041,Huautla de Jiménez,377
20,Oaxaca,20,1182,187,San Juan Coatzóspam,377
20,Oaxaca,20,1244,249,San Mateo Yoloxochitlán,377
20,Oaxaca,20,1369,374,Santa Cruz Acatepec,377
20,Oaxaca,20,1401,406,Santa María Chilchotla,377
20,Oaxaca,20,1166,171,San José Tenango,378
20,Oaxaca,20,1229,234,San Lucas Zoquiápam,379
20,Oaxaca,20,1391,396,Santa María la Asunción,380
20,Oaxaca,20,1112,116,San Bartolomé Ayautla,381
20,Oaxaca,20,1054,058,Mazatlán Villa de Flores,382
20,Oaxaca,20,1105,109,San Antonio Nanahuatípam,383
20,Oaxaca,20,1201,206,San Juan de los Cués,383
20,Oaxaca,20,1239,244,San Martín Toxpalan,383
20,Oaxaca,20,1429,434,Santa María Teopoxco,383
20,Oaxaca,20,1484,490,Santiago Texcalcingo,383
20,Oaxaca,20,1539,545,Teotitlán de Flores Magón,383
20,Oaxaca,20,1137,142,San Francisco Huehuetlán,384
20,Oaxaca,20,1223,228,San Lorenzo Cuaunecuiltitla,384
20,Oaxaca,20,1158,163,San Jerónimo Tecóatl,385
20,Oaxaca,20,1317,322,San Pedro Ocopetatillo,385
20,Oaxaca,20,1349,354,Santa Ana Ateixtlahuaca,385
21,Puebla,21,1573,010,Ajalpan,386
21,Puebla,21,1576,013,Altepexi,386
21,Puebla,21,1598,035,Coxcatlán,386
21,Puebla,21,1692,129,San José Miahuatlán,386
21,Puebla,21,1777,214,Zinacatepec,386
21,Puebla,21,1605,042,Cuayuca de Andrade,387
21,Puebla,21,1609,046,Chapulco,387
21,Puebla,21,1666,103,Nicolás Bravo,387
21,Puebla,21,1683,120,San Antonio Cañada,387
21,Puebla,21,1687,124,San Gabriel Chilac,387
21,Puebla,21,1712,149,Santiago Miahuatlán,387
21,Puebla,21,1719,156,Tehuacán,387
21,Puebla,21,1724,161,Tepanco de López,387
21,Puebla,21,1740,177,Tlacotepec de Benito Juárez,387
21,Puebla,21,1758,195,Vicente Guerrero,387
21,Puebla,21,1772,209,Zapotitlán,387
21,Puebla,21,1590,027,Caltepec,388
21,Puebla,21,1662,099,Cañada Morelos,389
21,Puebla,21,1624,061,Eloxochitlán,390
21,Puebla,21,1780,217,Zoquitlán,390
21,Puebla,21,1599,036,Coyomeapan,391
21,Puebla,21,1708,145,San Sebastián Tlacotepec,392
20,Oaxaca,20,1017,021,Cosolapa,393
30,Veracruz de Ignacio de la Llave,30,2232,159,Tehuipango,393
30,Veracruz de Ignacio de la Llave,30,2246,173,Tezonapa,393
30,Veracruz de Ignacio de la Llave,30,2079,006,Acultzingo,394
30,Veracruz de Ignacio de la Llave,30,2095,022,Atzacan,394
30,Veracruz de Ignacio de la Llave,30,2103,030,Camerino Z. Mendoza,394
30,Veracruz de Ignacio de la Llave,30,2147,074,Huiloapan de Cuauhtémoc,394
30,Veracruz de Ignacio de la Llave,30,2154,081,Ixhuatlancillo,394
30,Veracruz de Ignacio de la Llave,30,2158,085,Ixtaczoquitlán,394
30,Veracruz de Ignacio de la Llave,30,2171,098,Magdalena,394
30,Veracruz de Ignacio de la Llave,30,2172,099,Maltrata,394
30,Veracruz de Ignacio de la Llave,30,2174,101,Mariano Escobedo,394
30,Veracruz de Ignacio de la Llave,30,2188,115,Nogales,394
30,Veracruz de Ignacio de la Llave,30,2191,118,Orizaba,394
30,Veracruz de Ignacio de la Llave,30,2208,135,Rafael Delgado,394
30,Veracruz de Ignacio de la Llave,30,2211,138,Río Blanco,394
30,Veracruz de Ignacio de la Llave,30,2213,140,San Andrés Tenejapan,394
30,Veracruz de Ignacio de la Llave,30,2258,185,Tlilapan,394
30,Veracruz de Ignacio de la Llave,30,2091,018,Aquila,395
30,Veracruz de Ignacio de la Llave,30,2220,147,Soledad Atzompa,396
30,Veracruz de Ignacio de la Llave,30,2200,127,La Perla,397
30,Veracruz de Ignacio de la Llave,30,2092,019,Astacinga,398
30,Veracruz de Ignacio de la Llave,30,2093,020,Atlahuilco,398
30,Veracruz de Ignacio de la Llave,30,2241,168,Tequila,398
30,Veracruz de Ignacio de la Llave,30,2257,184,Tlaquilpa,398
30,Veracruz de Ignacio de la Llave,30,2183,110,Mixtla de Altamirano,399
30,Veracruz de Ignacio de la Llave,30,2210,137,Los Reyes,399
30,Veracruz de Ignacio de la Llave,30,2244,171,Texhuacán,399
30,Veracruz de Ignacio de la Llave,30,2274,201,Zongolica,399
30,Veracruz de Ignacio de la Llave,30,2268,195,Xoxocotla,400
21,Puebla,21,1613,050,Chichiquila,401
30,Veracruz de Ignacio de la Llave,30,2080,007,Camarón de Tejeda,402
30,Veracruz de Ignacio de la Llave,30,2198,125,Paso del Macho,402
30,Veracruz de Ignacio de la Llave,30,2238,165,Tepatlaxco,402
30,Veracruz de Ignacio de la Llave,30,2081,008,Alpatláhuac,403
30,Veracruz de Ignacio de la Llave,30,2102,029,Calcahualco,403
30,Veracruz de Ignacio de la Llave,30,2120,047,Coscomatepec,403
30,Veracruz de Ignacio de la Llave,30,2153,080,Ixhuatlán del Café,403
30,Veracruz de Ignacio de la Llave,30,2087,014,Amatlán de los Reyes,404
30,Veracruz de Ignacio de la Llave,30,2094,021,Atoyac,404
30,Veracruz de Ignacio de la Llave,30,2104,031,Carrillo Puerto,404
30,Veracruz de Ignacio de la Llave,30,2117,044,Córdoba,404
30,Veracruz de Ignacio de la Llave,30,2126,053,Cuitláhuac,404
30,Veracruz de Ignacio de la Llave,30,2135,062,Chocamán,404
30,Veracruz de Ignacio de la Llave,30,2141,068,Fortín,404
30,Veracruz de Ignacio de la Llave,30,2186,113,Naranjal,404
30,Veracruz de Ignacio de la Llave,30,2259,186,Tomatlán,404
30,Veracruz de Ignacio de la Llave,30,2269,196,Yanga,404
30,Veracruz de Ignacio de la Llave,30,2114,041,Coetzala,405
30,Veracruz de Ignacio de la Llave,30,2125,052,Cuichapa,405
30,Veracruz de Ignacio de la Llave,30,2190,117,Omealca,405
30,Veracruz de Ignacio de la Llave,30,2074,001,Acajete,406
30,Veracruz de Ignacio de la Llave,30,2090,017,Apazapan,406
30,Veracruz de Ignacio de la Llave,30,2099,026,Banderilla,406
30,Veracruz de Ignacio de la Llave,30,2109,036,Coacoatzintla,406
30,Veracruz de Ignacio de la Llave,30,2111,038,Coatepec,406
30,Veracruz de Ignacio de la Llave,30,2119,046,Cosautlán de Carvajal,406
30,Veracruz de Ignacio de la Llave,30,2138,065,Emiliano Zapata,406
30,Veracruz de Ignacio de la Llave,30,2152,079,Ixhuacán de los Reyes,406
30,Veracruz de Ignacio de la Llave,30,2160,087,Xalapa,406
30,Veracruz de Ignacio de la Llave,30,2161,088,Jalcomulco,406
30,Veracruz de Ignacio de la Llave,30,2165,092,Xico,406
30,Veracruz de Ignacio de la Llave,30,2166,093,Jilotepec,406
30,Veracruz de Ignacio de la Llave,30,2209,136,Rafael Lucio,406
30,Veracruz de Ignacio de la Llave,30,2237,164,Teocelo,406
30,Veracruz de Ignacio de la Llave,30,2250,177,Tlacolulan,406
30,Veracruz de Ignacio de la Llave,30,2255,182,Tlalnelhuayocan,406
30,Veracruz de Ignacio de la Llave,30,2260,187,Tonayán,406
30,Veracruz de Ignacio de la Llave,30,2097,024,Tlaltetela,407
30,Veracruz de Ignacio de la Llave,30,2075,002,Acatlán,408
30,Veracruz de Ignacio de la Llave,30,2130,057,Chiconquiaco,408
30,Veracruz de Ignacio de la Llave,30,2169,096,Landero y Coss,408
30,Veracruz de Ignacio de la Llave,30,2179,106,Miahuatlán,408
30,Veracruz de Ignacio de la Llave,30,2185,112,Naolinco,408
30,Veracruz de Ignacio de la Llave,30,2077,004,Actopan,409
30,Veracruz de Ignacio de la Llave,30,2082,009,Alto Lucero de Gutiérrez Barrios,409
30,Veracruz de Ignacio de la Llave,30,2089,016,La Antigua,409
30,Veracruz de Ignacio de la Llave,30,2207,134,Puente Nacional,409
30,Veracruz de Ignacio de la Llave,30,2239,166,Tepetlán,409
30,Veracruz de Ignacio de la Llave,30,2264,191,Ursulo Galván,409
30,Veracruz de Ignacio de la Llave,30,2083,010,Altotonga,410
30,Veracruz de Ignacio de la Llave,30,2159,086,Jalacingo,410
30,Veracruz de Ignacio de la Llave,30,2180,107,Las Minas,410
30,Veracruz de Ignacio de la Llave,30,2201,128,Perote,410
30,Veracruz de Ignacio de la Llave,30,2267,194,Villa Aldama,410
30,Veracruz de Ignacio de la Llave,30,2205,132,Las Vigas de Ramírez,411
30,Veracruz de Ignacio de la Llave,30,2229,156,Tatatila,411
30,Veracruz de Ignacio de la Llave,30,2098,025,Ayahualulco,412
30,Veracruz de Ignacio de la Llave,30,2101,028,Boca del Río,413
30,Veracruz de Ignacio de la Llave,30,2122,049,Cotaxtla,413
30,Veracruz de Ignacio de la Llave,30,2163,090,Jamapa,413
30,Veracruz de Ignacio de la Llave,30,2173,100,Manlio Fabio Altamirano,413
30,Veracruz de Ignacio de la Llave,30,2178,105,Medellín,413
30,Veracruz de Ignacio de la Llave,30,2199,126,Paso de Ovejas,413
30,Veracruz de Ignacio de la Llave,30,2221,148,Soledad de Doblado,413
30,Veracruz de Ignacio de la Llave,30,2247,174,Tierra Blanca,413
30,Veracruz de Ignacio de la Llave,30,2266,193,Veracruz,413
30,Veracruz de Ignacio de la Llave,30,2148,075,Ignacio de la Llave,414
30,Veracruz de Ignacio de la Llave,30,2254,181,Tlalixcoyan,414
30,Veracruz de Ignacio de la Llave,30,2116,043,Comapa,415
30,Veracruz de Ignacio de la Llave,30,2144,071,Huatusco,416
30,Veracruz de Ignacio de la Llave,30,2219,146,Sochiapa,416
30,Veracruz de Ignacio de la Llave,30,2252,179,Tlacotepec de Mejía,416
30,Veracruz de Ignacio de la Llave,30,2261,188,Totutla,416
30,Veracruz de Ignacio de la Llave,30,2273,200,Zentla,416
30,Veracruz de Ignacio de la Llave,30,2235,162,Tenampa,417
30,Veracruz de Ignacio de la Llave,30,2115,042,Colipa,418
30,Veracruz de Ignacio de la Llave,30,2168,095,Juchique de Ferrer,418
30,Veracruz de Ignacio de la Llave,30,2265,192,Vega de Alatorre,418
30,Veracruz de Ignacio de la Llave,30,2182,109,Misantla,419
30,Veracruz de Ignacio de la Llave,30,2236,163,Tenochtitlán,419
30,Veracruz de Ignacio de la Llave,30,2270,197,Yecuatla,419
30,Veracruz de Ignacio de la Llave,30,2187,114,Nautla,420
30,Veracruz de Ignacio de la Llave,30,2076,003,Acayucan,421
30,Veracruz de Ignacio de la Llave,30,2189,116,Oluta,421
30,Veracruz de Ignacio de la Llave,30,2217,144,Sayula de Alemán,421
30,Veracruz de Ignacio de la Llave,30,2218,145,Soconusco,421
30,Veracruz de Ignacio de la Llave,30,2245,172,Texistepec,421
30,Veracruz de Ignacio de la Llave,30,2146,073,Hueyapan de Ocampo,422
30,Veracruz de Ignacio de la Llave,30,2112,039,Coatzacoalcos,423
30,Veracruz de Ignacio de la Llave,30,2121,048,Cosoleacaque,423
30,Veracruz de Ignacio de la Llave,30,2132,059,Chinameca,423
30,Veracruz de Ignacio de la Llave,30,2155,082,Ixhuatlán del Sureste,423
30,Veracruz de Ignacio de la Llave,30,2162,089,Jáltipan,423
30,Veracruz de Ignacio de la Llave,30,2177,104,Mecayapan,423
30,Veracruz de Ignacio de la Llave,30,2181,108,Minatitlán,423
30,Veracruz de Ignacio de la Llave,30,2184,111,Moloacán,423
30,Veracruz de Ignacio de la Llave,30,2193,120,Oteapan,423
30,Veracruz de Ignacio de la Llave,30,2195,122,Pajapan,423
30,Veracruz de Ignacio de la Llave,30,2222,149,Soteapan,423
30,Veracruz de Ignacio de la Llave,30,2272,199,Zaragoza,423
30,Veracruz de Ignacio de la Llave,30,2277,204,Agua Dulce,423
30,Veracruz de Ignacio de la Llave,30,2279,206,Nanchital de Lázaro Cárdenas del Río,423
30,Veracruz de Ignacio de la Llave,30,2282,209,Tatahuicapan de Juárez,423
30,Veracruz de Ignacio de la Llave,30,2283,210,Uxpanapa,423
30,Veracruz de Ignacio de la Llave,30,2134,061,Las Choapas,424
30,Veracruz de Ignacio de la Llave,30,2143,070,Hidalgotitlán,425
30,Veracruz de Ignacio de la Llave,30,2150,077,Isla,426
30,Veracruz de Ignacio de la Llave,30,2167,094,Juan Rodríguez Clara,427
30,Veracruz de Ignacio de la Llave,30,2215,142,San Juan Evangelista,427
30,Veracruz de Ignacio de la Llave,30,2164,091,Jesús Carranza,428
30,Veracruz de Ignacio de la Llave,30,2084,011,Alvarado,429
30,Veracruz de Ignacio de la Llave,30,2088,015,Angel R. Cabada,430
30,Veracruz de Ignacio de la Llave,30,2170,097,Lerdo de Tejada,430
30,Veracruz de Ignacio de la Llave,30,2212,139,Saltabarranca,430
30,Veracruz de Ignacio de la Llave,30,2105,032,Catemaco,431
30,Veracruz de Ignacio de la Llave,30,2214,141,San Andrés Tuxtla,431
30,Veracruz de Ignacio de la Llave,30,2216,143,Santiago Tuxtla,432
12,Guerrero,12,387,023,Cuajinicuilapa,433
20,Oaxaca,20,1175,180,San Juan Bautista Lo de Soto,433
20,Oaxaca,20,1397,402,Santa María Cortijo,433
20,Oaxaca,20,1468,474,Santiago Llano Grande,433
20,Oaxaca,20,1479,485,Santiago Tapextla,433
20,Oaxaca,20,1163,168,San José Estancia Grande,434
20,Oaxaca,20,1052,056,Mártires de Tacubaya,435
20,Oaxaca,20,1180,185,San Juan Cacahuatepec,435
20,Oaxaca,20,1340,345,San Sebastián Ixcapa,435
20,Oaxaca,20,1410,415,Santa María Ipalapa,436
20,Oaxaca,20,1066,070,Pinotepa de Don Luis,437
20,Oaxaca,20,1078,082,San Agustín Chayuco,437
20,Oaxaca,20,1107,111,San Antonio Tepetlapa,437
20,Oaxaca,20,1183,188,San Juan Colorado,437
20,Oaxaca,20,1280,285,San Miguel Tlacamama,437
20,Oaxaca,20,1297,302,San Pedro Atoyac,437
20,Oaxaca,20,1307,312,San Pedro Jicayán,437
20,Oaxaca,20,1476,482,Santiago Pinotepa Nacional,437
20,Oaxaca,20,1501,507,Santo Domingo Armenta,437
20,Oaxaca,20,1086,090,San Andrés Huaxpaltepec,438
20,Oaxaca,20,1220,225,San Lorenzo,438
20,Oaxaca,20,1409,414,Santa María Huazolotitlán,438
20,Oaxaca,20,1362,367,Santa Catarina Mechoacán,439
20,Oaxaca,20,1445,450,Santiago Amoltepec,439
20,Oaxaca,20,1461,466,Santiago Ixtayutla,439
20,Oaxaca,20,1462,467,Santiago Jamiltepec,439
20,Oaxaca,20,1483,489,Santiago Tetepec,439
20,Oaxaca,20,997,001,Abejones,440
20,Oaxaca,20,1056,060,Mixistlán de la Reforma,440
20,Oaxaca,20,1331,336,San Pedro Yólox,440
20,Oaxaca,20,1432,437,Santa María Tlahuitoltepec,440
20,Oaxaca,20,1548,554,Totontepec Villa de Morelos,441
20,Oaxaca,20,1093,097,San Andrés Solaga,442
20,Oaxaca,20,1211,216,San Juan Tabaá,442
20,Oaxaca,20,1110,114,San Baltazar Yatzachi el Bajo,443
20,Oaxaca,20,1116,120,San Bartolomé Zoogocho,443
20,Oaxaca,20,1298,303,San Pedro Cajonos,443
20,Oaxaca,20,1467,473,Santiago Laxopa,443
20,Oaxaca,20,1497,503,Santiago Zoochila,443
20,Oaxaca,20,1031,035,Guelatao de Juárez,444
20,Oaxaca,20,1038,042,Ixtlán de Juárez,444
20,Oaxaca,20,1058,062,Natividad,444
20,Oaxaca,20,1186,191,San Juan Chicomezúchil,444
20,Oaxaca,20,1242,247,Capulálpam de Méndez,444
20,Oaxaca,20,1262,267,San Miguel del Río,444
20,Oaxaca,20,1490,496,Santiago Xiacuí,444
20,Oaxaca,20,1168,173,San Juan Atepec,445
20,Oaxaca,20,1191,196,San Juan Evangelista Analco,445
20,Oaxaca,20,1414,419,Santa María Jaltianguis,446
20,Oaxaca,20,1438,443,Santa María Yavesía,446
20,Oaxaca,20,1358,363,Santa Catarina Ixtepeji,447
20,Oaxaca,20,1498,504,Nuevo Zoquiápam,448
20,Oaxaca,20,1217,222,San Juan Yaeé,449
20,Oaxaca,20,1437,442,Santa María Yalina,449
20,Oaxaca,20,1241,246,San Mateo Cajonos,450
20,Oaxaca,20,1294,299,San Pablo Yaganiza,451
20,Oaxaca,20,1516,522,Santo Domingo Xagacía,452
20,Oaxaca,20,1096,100,San Andrés Yaá,453
20,Oaxaca,20,1452,457,Santiago Camotlán,453
20,Oaxaca,20,1124,128,San Cristóbal Lachirioag,454
20,Oaxaca,20,1151,156,San Ildefonso Villa Alta,454
20,Oaxaca,20,1207,212,San Juan Petlapa,454
20,Oaxaca,20,1218,223,San Juan Yatzona,454
20,Oaxaca,20,1427,432,Santa María Temaxcalapa,454
20,Oaxaca,20,1508,514,Santo Domingo Roayaga,455
20,Oaxaca,20,999,003,Asunción Cacalotepec,456
20,Oaxaca,20,1027,031,Tamazulápam del Espíritu Santo,456
20,Oaxaca,20,1332,337,San Pedro y San Pablo Ayutla,456
20,Oaxaca,20,1511,517,Santo Domingo Tepuxtepec,456
20,Oaxaca,20,1195,200,San Juan Juquila Mixes,457
20,Oaxaca,20,1318,323,San Pedro Ocotepec,457
20,Oaxaca,20,1430,435,Santa María Tepantlali,457
20,Oaxaca,20,1270,275,San Miguel Quetzaltepec,458
20,Oaxaca,20,1389,394,Santa María Alotepec,458
20,Oaxaca,20,1449,454,Santiago Atitlán,458
20,Oaxaca,20,1189,194,San Juan del Río,459
20,Oaxaca,20,1226,231,San Lucas Camotlán,460
20,Oaxaca,20,1184,189,San Juan Comaltepec,461
20,Oaxaca,20,1455,460,Santiago Choápam,461
20,Oaxaca,20,1496,502,Santiago Zacatepec,462
20,Oaxaca,20,1185,190,San Juan Cotzocón,463
20,Oaxaca,20,1202,207,San Juan Mazatlán,463
20,Oaxaca,20,1492,498,Santiago Yaveo,463
20,Oaxaca,20,1003,007,Asunción Ocotlán,464
20,Oaxaca,20,1310,315,San Pedro Mártir,464
20,Oaxaca,20,1388,393,Santa Lucía Ocotlán,464
20,Oaxaca,20,1447,452,Santiago Apóstol,464
20,Oaxaca,20,1045,049,Magdalena Ocotlán,465
20,Oaxaca,20,1064,068,Ocotlán de Morelos,465
20,Oaxaca,20,1068,072,San José del Progreso,465
20,Oaxaca,20,1099,103,San Antonino Castillo Velasco,465
20,Oaxaca,20,1128,132,San Dionisio Ocotlán,465
20,Oaxaca,20,1157,162,San Jerónimo Taviche,465
20,Oaxaca,20,1233,238,San Martín de los Cansecos,465
20,Oaxaca,20,1296,301,San Pedro Apóstol,465
20,Oaxaca,20,1363,368,Santa Catarina Minas,465
20,Oaxaca,20,1555,561,Yaxe,465
20,Oaxaca,20,1279,284,San Miguel Tilquiápam,466
20,Oaxaca,20,1524,530,Santo Tomás Jalieza,467
20,Oaxaca,20,1043,047,Santa Magdalena Jicotlán,468
20,Oaxaca,20,1187,192,San Juan Chilateca,468
20,Oaxaca,20,1541,547,Teotongo,468
20,Oaxaca,20,1198,203,San Juan Lachigalla,469
20,Oaxaca,20,1323,328,San Pedro Taviche,469
20,Oaxaca,20,1013,017,La Compañía,470
20,Oaxaca,20,1024,028,Heroica Ciudad de Ejutla de Crespo,471
20,Oaxaca,20,1065,069,La Pe,471
20,Oaxaca,20,1263,268,San Miguel Ejutla,471
20,Oaxaca,20,1536,542,Taniche,471
20,Oaxaca,20,1557,563,Yogana,471
20,Oaxaca,20,1346,351,San Simón Almolongas,472
20,Oaxaca,20,1284,289,San Nicolás,473
20,Oaxaca,20,1528,534,San Vicente Coatlán,473
20,Oaxaca,20,1009,013,Ciénega de Zimatlán,474
20,Oaxaca,20,1549,555,Trinidad Zaachila,475
20,Oaxaca,20,1011,015,Coatecas Altas,476
20,Oaxaca,20,1019,023,Cuilápam de Guerrero,477
20,Oaxaca,20,1134,138,San Francisco Cajonos,477
